sample number,z_score,p_value
0,2.0135535176946227,0.044056430786026946
1,1.5037621588032906,0.13264261789301268
2,-0.4334450049837664,1.335308488978738
3,1.9115952459163559,0.0559281295898304
4,1.0959290716902255,0.27310981548190694
5,1.1978873434684922,0.23096087764299433
6,0.4841794410206287,0.6282585261770364
7,1.7076787023598243,0.08769597606331425
8,2.6253031483642193,0.00865718516516889
9,1.6057204305815573,0.10833535024338103
